refArea,Potable water source - water point,State of the water network - good,State of the water network - acceptable,Potable water source - gallons purchase,Potable water source - artesian well,Total number of permanent water springs,State of the water network - bad,Observation URI,references,Potable water source - public network,publisher,Potable water source - other,Town,Total number of seasonal water springs,dataset,Total number of seasonal water points
http://dbpedia.org/resource/Aley_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ramlieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ramlieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ramyet+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Ramyet Bent Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ras+Baalbek+Ech-Charqi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ras Baalbek Ech-Charqi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,0,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ras+El+Matn,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ras El Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,1,0,0,0,10,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ras+El-Href,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ras El-Href,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ras+Kifa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ras Kifa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,0,0,1,10,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ras+Masqa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ras Masqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rasha,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rasha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,1,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rashana,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rashana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rawda+Bekaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rawda Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,0,0,1,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rawda+Village,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rawda Village,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rayfoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rayfoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rechdibbine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rechdibbine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,0,0,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Richmaiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Richmaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,1,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rihan+Jezzine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rihan Jezzine,6,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rihana,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rihana,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rihaniyet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rihaniyet Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rihaniyet+Minie,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rihaniyet Minie,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rijmeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rijmeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rimat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rimat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rimhala,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rimhala,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rmadiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rmadiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rmaich,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rmaich,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rmeilet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rmeilet Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Rouayssrt+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rouayssrt El-Ballout,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Roum,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Roum,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Matn_District,1,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Roumieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Roumieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Roumine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Roumine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saadine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Saadine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/ZahlÃ©_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saadnayel,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saadnayel,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saaideh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saaideh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,1,1,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sabbah,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sabbah,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sadiqine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sadiqine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Safad+Al-Battikh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Safad Al-Battikh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Safra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Safra Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,1,0,1,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saghbine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saghbine,6,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,5
https://dbpedia.org/page/Akkar_Governorate,1,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sahle,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sahle,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Sidon_District,0,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saksakiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saksakiyeh,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Salhiyet+Saida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Salhiyet Saida,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,0,1,0,0,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Salima+Baabda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Salima Baabda,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sammaqiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sammaqiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sanaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sanaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saouanet+Marjayoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saouanet Marjayoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Saoufar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Saoufar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sarafand,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sarafand,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Nabatieh_Governorate,0,0,0,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sarba+En-Nabatieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Sarba En-Nabatieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sariita,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sariita,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sarin+Fawqa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sarin Fawqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sayssouq,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sayssouq,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sebaal+Zgharta,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sebaal Zgharta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Hermel_District,0,1,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sehjoud,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sehjoud,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,0,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Selaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Selaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Selaata,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Selaata,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,1,0,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Selfaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Selfaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Semqaniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Semqaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Seraal,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Seraal,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Serraaine+Et-Tahta,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Serraaine Et-Tahta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,0,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sfaray,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sfaray,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sfaynet+El-Qaitaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sfaynet El-Qaitaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,0,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sfinet+Ed-Draib,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sfinet Ed-Draib,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sfireh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Sfireh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hermel_District,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Shawagheer+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Shawagheer El-Faouqa,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Shayleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Shayleh Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sibline,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sibline,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sindianet+Zeidane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sindianet Zeidane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sini,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sini,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sinn+El-Fil,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sinn El-Fil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sir+Ed-Danniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sir Ed-Danniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sir+El-Gharbiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sir El-Gharbiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,0,0,1,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Sirhmoul,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sirhmoul,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
